species,endpoint,metric,model_type,mean,std,median,min,max,n_folds
Rat,rat_fup,fold_5,ce50,79.72093023255815,5.484429013203229,81.3953488372093,69.76744186046511,93.02325581395348,25
Rat,rat_fup,bias,ce50,0.031127147598730615,0.04835905860196471,0.0321018391192148,-0.0490875806962145,0.1094321728151788,25
Human,human_VDss_L_kg,r2,baseline,0.5192756861684186,0.03221800084752132,0.5202916683572297,0.4666050976112429,0.6063574143348157,25
Human,human_VDss_L_kg,rmse,baseline,0.44264955941298334,0.017999796677753154,0.4401474515168296,0.4082599919008352,0.4810612593849652,25
Human,human_VDss_L_kg,gmfe,baseline,2.1520876756396574,0.06274864698894224,2.1451968896296125,2.0550383159569092,2.27412631189003,25
Human,human_VDss_L_kg,fold_2,baseline,56.813429718875504,2.2907466895893527,56.8,52.610441767068274,61.2,25
Human,human_VDss_L_kg,fold_3,baseline,74.86085140562248,1.7177588878479726,74.4,71.6,78.3132530120482,25
Human,human_VDss_L_kg,fold_5,baseline,89.03222489959839,1.2825341505240795,89.2,86.4,91.2,25
Human,human_VDss_L_kg,bias,baseline,0.03532101179522439,0.033829179147111386,0.0297538999421193,-0.0325339855341303,0.1135464493524799,25
Human,human_CL_mL_min_kg,r2,baseline,0.284032406213958,0.041117505199084615,0.2988644166622031,0.1965824865090855,0.3553456984149572,25
Human,human_CL_mL_min_kg,rmse,baseline,0.5472482380928392,0.04306818288453694,0.5440781732182733,0.4657904603112006,0.6181347080682481,25
Human,human_CL_mL_min_kg,gmfe,baseline,2.518872608893324,0.14057068450264604,2.5119231428314808,2.2838721487149165,2.826339878238203,25
Human,human_CL_mL_min_kg,fold_2,baseline,49.57089007782101,2.876850823531945,50.390625,42.1875,55.46875,25
Human,human_CL_mL_min_kg,fold_3,baseline,69.81967412451363,2.562366357915191,69.921875,64.453125,74.609375,25
Human,human_CL_mL_min_kg,fold_5,baseline,84.26173394941634,2.3411942419023593,83.984375,80.54474708171206,88.671875,25
Human,human_CL_mL_min_kg,bias,baseline,-0.26302381168932576,0.24350786581691267,-0.2724115704411352,-0.7296375492848712,0.2229730375068864,25
Human,human_fup,r2,baseline,0.5829735045875091,0.05027249717576324,0.5941609439512364,0.4274622681445786,0.6560728353011469,25
Human,human_fup,rmse,baseline,0.21884179775906606,0.013476205576953053,0.2207791785064779,0.1915237264365579,0.2435843834020865,25
Human,human_fup,gmfe,baseline,2.848892703139492,0.20602131678028665,2.8149418207889054,2.4935549723826513,3.3744324411923245,25
Human,human_fup,fold_2,baseline,54.67584415584415,3.3036212772651856,53.97727272727273,44.31818181818182,59.09090909090909,25
Human,human_fup,fold_3,baseline,66.30285714285714,3.1213486031486686,65.9090909090909,60.79545454545454,72.1590909090909,25
Human,human_fup,fold_5,baseline,77.88337662337662,2.5502034484733116,78.4090909090909,72.72727272727273,82.95454545454545,25
Human,human_fup,bias,baseline,0.04036849533200036,0.015625426384959725,0.0420989019811909,-0.0049551217716263,0.0759657291776093,25
Human,human_mrt,r2,baseline,0.2717340463855809,0.04066270685274616,0.2733655033668971,0.1484145131119634,0.3536345369819779,25
Human,human_mrt,rmse,baseline,0.5454786650258378,0.03610384299751939,0.5386621538233729,0.4770929739108024,0.632716178613884,25
Human,human_mrt,gmfe,baseline,2.5272994821586483,0.13004979997060492,2.503528533168849,2.2665008115824796,2.8695124624127524,25
Human,human_mrt,fold_2,baseline,49.62236040937945,2.254084746408052,48.99598393574297,45.38152610441767,53.41365461847389,25
Human,human_mrt,fold_3,baseline,70.36125145744268,2.386409938772121,70.56451612903226,64.51612903225806,75.1004016064257,25
Human,human_mrt,fold_5,baseline,83.25003238761498,2.099814548055097,83.46774193548387,79.43548387096774,88.30645161290323,25
Human,human_mrt,bias,baseline,0.05838978829785316,0.2890617395427811,-0.0017171063538086,-0.531559843616962,0.7371838524288216,25
Human,human_thalf,r2,baseline,0.2924034056773576,0.038259726316011336,0.3020516397795073,0.2003830870423343,0.3626202693209978,25
Human,human_thalf,rmse,baseline,0.5228763535053417,0.03726659303975355,0.5243592334421227,0.4570517033481134,0.5965768477365939,25
Human,human_thalf,gmfe,baseline,2.4566115004691063,0.1377360931595127,2.458917843969762,2.181202447938379,2.703085907492394,25
Human,human_thalf,fold_2,baseline,50.1501976284585,2.5230150290515145,50.98814229249013,45.059288537549406,54.54545454545454,25
Human,human_thalf,fold_3,baseline,71.1304347826087,2.6277421829965846,70.35573122529645,66.79841897233202,77.86561264822134,25
Human,human_thalf,fold_5,baseline,85.75494071146245,2.18639606805534,85.7707509881423,81.42292490118577,90.1185770750988,25
Human,human_thalf,bias,baseline,0.2049956610229727,0.24197366674457474,0.1886690975419436,-0.34785537719827,0.6038129170441,25
Human,human_VDss_L_kg,r2,ce50,0.517771989722907,0.03496975526228184,0.5189481512860532,0.4589094816339629,0.6036461318556936,25
Human,human_VDss_L_kg,rmse,ce50,0.44330556413909666,0.019226345696298726,0.437823118069832,0.4096635604334874,0.4809377917415298,25
Human,human_VDss_L_kg,gmfe,ce50,2.157740382606503,0.06847228707113583,2.157768836342217,2.054150524973827,2.301196436934722,25
Human,human_VDss_L_kg,fold_2,ce50,56.717108433734936,2.2495900076092616,56.39999999999999,53.2,62.0,25
Human,human_VDss_L_kg,fold_3,ce50,74.76472289156627,1.9479847663648517,74.4,70.39999999999999,79.11646586345381,25
Human,human_VDss_L_kg,fold_5,ce50,88.92022489959838,1.7125362172939922,89.5582329317269,85.6,91.56626506024097,25
Human,human_VDss_L_kg,bias,ce50,0.032381592937185975,0.03298738379539796,0.0303062310944012,-0.0300952043652527,0.1109722919600094,25
Human,human_CL_mL_min_kg,r2,ce50,0.28536301415229176,0.0452384627004915,0.2913798300433968,0.1879742215097768,0.3664501567366358,25
Human,human_CL_mL_min_kg,rmse,ce50,0.5466760639352856,0.04355064490259008,0.5299237856700739,0.4703693193703135,0.6159111548048922,25
Human,human_CL_mL_min_kg,gmfe,ce50,2.51871933490061,0.14212750372306301,2.4950063427422897,2.284120348381955,2.8225231987180774,25
Human,human_CL_mL_min_kg,fold_2,ce50,49.49288667315175,3.171567624829041,49.609375,41.015625,55.078125,25
Human,human_CL_mL_min_kg,fold_3,ce50,69.60171449416343,2.5420323606604853,69.53125,64.84375,75.0,25
Human,human_CL_mL_min_kg,fold_5,ce50,84.57435554474709,2.184039149210028,84.375,81.640625,88.715953307393,25
Human,human_CL_mL_min_kg,bias,ce50,-0.26359406930092694,0.26628782521173716,-0.1953121412461453,-0.783222353724712,0.2010664780764918,25
Human,human_fup,r2,ce50,0.5798103157974238,0.05365225009699441,0.5940486317222986,0.4262584921875576,0.6589809739241399,25
Human,human_fup,rmse,ce50,0.21961374531531483,0.014256760634390174,0.2213878396569639,0.1932783723303179,0.2517520956849197,25
Human,human_fup,gmfe,ce50,2.8599134444172627,0.202748586645541,2.8272518512194496,2.5235045108103775,3.366744950499076,25
Human,human_fup,fold_2,ce50,54.53883116883117,2.9517664224409232,53.97727272727273,46.02272727272727,59.65909090909091,25
Human,human_fup,fold_3,ce50,66.1209090909091,3.082957861958804,66.47727272727273,60.22727272727273,72.0,25
Human,human_fup,fold_5,ce50,77.56441558441558,2.126407281575614,77.8409090909091,73.29545454545455,81.81818181818183,25
Human,human_fup,bias,ce50,0.04058195426737846,0.015647160821163564,0.044327995575128,-0.0047106959932273,0.0715626172069163,25
Human,human_mrt,r2,ce50,0.2762346458922438,0.04382732500330687,0.2790774272775806,0.1481284723499124,0.3481626851616289,25
Human,human_mrt,rmse,ce50,0.5438672418064925,0.0382492891056322,0.5365813024422881,0.479108149886302,0.6328224318471629,25
Human,human_mrt,gmfe,ce50,2.5177110695526888,0.13213776791752904,2.4955732761532525,2.2695183924519196,2.845983337641688,25
Human,human_mrt,fold_2,ce50,49.750939240834306,2.558132770406657,49.193548387096776,45.564516129032256,55.020080321285135,25
Human,human_mrt,fold_3,ce50,70.42609146262468,2.2977075247750673,70.68273092369478,64.51612903225806,74.59677419354838,25
Human,human_mrt,fold_5,ce50,83.50706050006478,2.0739736180915176,83.46774193548387,79.43548387096774,87.55020080321285,25
Human,human_mrt,bias,ce50,0.07573587294990446,0.24447256064342213,0.0635788266803611,-0.4732062084649917,0.5222739103584199,25
Human,human_thalf,r2,ce50,0.2954256730757639,0.03971554765851934,0.2967995413060946,0.2054705647215574,0.3652023469912004,25
Human,human_thalf,rmse,ce50,0.5218669059805804,0.039168190211351185,0.5256524755091663,0.4561249868385891,0.6094053195602923,25
Human,human_thalf,gmfe,ce50,2.453640417366748,0.14048815392157885,2.4588267028984427,2.1915503876175024,2.762395472692688,25
Human,human_thalf,fold_2,ce50,50.05533596837945,2.7290021440013175,50.59288537549407,42.29249011857708,55.33596837944664,25
Human,human_thalf,fold_3,ce50,70.9407114624506,2.765940013648637,70.35573122529645,66.79841897233202,77.86561264822134,25
Human,human_thalf,fold_5,ce50,85.92885375494072,2.3101405843798344,85.7707509881423,82.21343873517787,90.51383399209486,25
Human,human_thalf,bias,ce50,0.20016898396252056,0.23747819854428526,0.2278919348840236,-0.3333222457337368,0.6699860323286213,25
